ESTABLECIMIENTO,PROVINCIA,MUNICIPIO,TITULAR,DIRECCIÓN,DEPARTAMENTO DE SALUD,ZONA ZBS,ZONA FARMACÉUTICA
A-524-F,ALICANTE,Ondara,Mª DOLORES CASTELLO ALBEROLA,"Avinguda de Doctor Fleming, 22, 03760",13,6,3
A-110-F,ALICANTE,Onil,JUAN FRANCISCO MORENO SELMA,"Avinguda de Constitucion, 17-21, 03430",15,10,11
A-399-F,ALICANTE,Onil,MONICA VICENT MARTI,"Carrer de Portal, 11, 03430",15,10,11
A-832-F,ALICANTE,Onil,INMACULADA GIMENO SANCHEZ,"Avinguda de Paz de la, 36, 03430",15,10,11
A-63-F,ALICANTE,Orba,JOAQUIN ESCRIVA PASTOR,"Carrer de Major, 5, 03790",13,7,6
A-144-F,ALICANTE,Orihuela,"Mª DEL PINO SALAR POMARES, JORGE MARTOS MARCO","PLAZA Nueva, 9, 03300",22,4,41
A-182-F,ALICANTE,Orihuela,ANTONIO JOSE MARTINEZ MATEO,"Carrer de Pablo Picasso-Playa Flamenca, 1, 03189",22,4,41
A-185-F,ALICANTE,Orihuela,CARLOS INIESTA PENALVA,"Avinguda de TEODOMIRO, 10, 03300",21,7,41
A-186-F,ALICANTE,Orihuela,AINHOA EDURNE PENALVA ZUASTI,"Carrer de PIRINEOS, CONJUNTO LA FUENTE, LOCarrer de 63-64, 03189",22,4,41
A-205-F,ALICANTE,Orihuela,MARIA VICTORIA MORENO CASELLES,"Carrer de Pintor Agrasot, 72, 03300",21,7,41
A-215-F,ALICANTE,Orihuela,JOAQUIN RODES BERNABE,"Avinguda de TEODOMIRO, 3, 03300",21,7,41
A-244-F,ALICANTE,Orihuela,ESPERANZA MARTINEZ JIMENEZ,"Carrer de Obispo Rocamora, 1, 03300",22,4,41
A-260-F,ALICANTE,Orihuela,MARIA DEL CARMEN CECILIA ORTUÑO,"PLAZA DE SANTIAGO, 2, 03300",21,6,41
A-273-F,ALICANTE,Orihuela,MARIA LUISA CHAZARRA NAVARRO,"Carrer de Aragon, 9, 03300",21,6,41
A-279-F,ALICANTE,Orihuela,ALMUDENA GONZALEZ JUAREZ,"Carretera de ALICANTE-MURCIA, S/N, 03311",21,6,41
A-27-F,ALICANTE,Orihuela,RESURRECCIÓN BELMONTE LÓPEZ,"Carrer de Alfonso XIII, 5, 03300",22,4,41
A-336-F,ALICANTE,Orihuela,ANGEL BONMATI GOMEZ,"Carrer de ORIHUELA-BARRIO NUEVO (LA CAMPANETA), 22, 03314",21,6,41
A-342-F,ALICANTE,Orihuela,ALICIA BELLOD LOPEZ,"Avinguda de CONSTITUCION, ANGULO DE LA PLAZA CAPUCHINOS, S/N, 03300",21,6,41
A-376-F,ALICANTE,Orihuela,GONZALO CHAZARRA NAVARRO,"Avinguda de Duque de Tamames, 39, 03300",22,4,41
A-378-F,ALICANTE,Orihuela,PEDRO GARCIA ARMERO,"MARQUES LACY. ESQ.Carrer deJUAN XXIII, , 03315",21,6,41
A-410-F,ALICANTE,Orihuela,CARMEN ORTIZ BALAGUER,"Carrer de Amalia OrtuÃ±o, 9, 03312",21,7,41
A-424-F,ALICANTE,Orihuela,"ISABEL ZAMORA VIDAL, ALFONSO LUIS ZAMORA VIDAL","Carrer de HOLANDA, 10, 03310",21,7,41
A-484-F,ALICANTE,Orihuela,"MARIA ANGELES GILABERT GARCIA, REINALDO GILABERT ROCA","Carrer de Obispo Rocamora, 30, 03300",21,6,41
A-508-F,ALICANTE,Orihuela,MARGARITA GONZALEZ VICENTE,"Avinguda de Adelfas (Las)-Campoamor, PAR.CC-1B, 03189",22,4,41
A-54-F,ALICANTE,Orihuela,ROSA INES CUMELLA NEBOT,"TRVA Mayor, 34, 03314",21,6,41
A-593-F,ALICANTE,Orihuela,FRANCISCO LORENTE SANCHEZ,". Carretera (La)-Raiguero de Bonanza, 38, 03311",21,6,41
A-610-F,ALICANTE,Orihuela,MARIA JOSE BERNA HERNANDEZ,"Carrer de Alboran, 7, 03316",21,6,41
A-61-F,ALICANTE,Orihuela,PILAR BAÑON ARNAO,"Avinguda de PLAYA.EDIF. MADRID, BAJO, , 03189",22,4,41
A-69-F,ALICANTE,Orihuela,"ENRIQUETA MARIA GALIANA FERRER, VICENTE ANGEL GALIANA FERRER","Carrer de Lopez, 3, 03312",21,7,41
A-74-F,ALICANTE,Orihuela,MANUEL FRANCO TOMAS,"PLAZA CUBERO, 10, 03300",21,7,41
A-824-F,ALICANTE,Orihuela,JOAQUIN POZO GUISADO,"Carrer de Jade, S/N, 03189",22,4,41
A-828-F,ALICANTE,Orihuela,DANIEL GOZALBO FLOR,"Carrer de Sol, 15, 03300",21,6,41
A-847-F,ALICANTE,Orihuela,MARÍA GARCÍA MOLINA,"Avinguda de Doctor Garcia Rogel, 4, 03300",21,7,41
A-849-F,ALICANTE,Orihuela,PATRICIA MARTINEZ RODES,"Carrer de Francisco Tormo de Haro, 18, 03300",21,6,41
A-851-F,ALICANTE,Orihuela,PILAR MARTIN NAVAS,"Avinguda de Vega (la), 48, 03300",22,4,41
A-854-F,ALICANTE,Orihuela,Mª JOSE JUST MARTINEZ,"Avinguda de Mar (El)-Punta Prima, 15, 03189",22,4,41
A-856-F,ALICANTE,Orihuela,Mª JOSE CALVO RUBIO,"Carrer de Panticosa, 2, 03189",22,4,41
A-95-F,ALICANTE,Orihuela,MARIA ANGELES ALBANELL AVELLA,"Carrer de Santa Justa, 5, 03300",21,6,41
A-529-F,ALICANTE,Orxeta,JORGE PEREZ FERNANDEZ,"Carretera de Alcoy, 2, 03579",16,7,20
A-474-F,ALICANTE,Parcent,ROSARIO FERRA MONTSERRAT,"Avinguda de Benidorm, 9, 03792",13,7,6
A-53-F,ALICANTE,Pedreguer,HERMINIA INFANTES COSTA,"Plaça de Doctor Calatayud, 15, 03750",13,8,4
A-643-F,ALICANTE,Pedreguer,MERCEDES ESCANDELL PRESENCIA,"URBANIZACION ""LA SELLA"", L.9-B, , 03750",13,8,4
A-73-F,ALICANTE,Pedreguer,"MARIA GIL AGULLES, RICARDO GIL MIÑANA","Avinguda de Jaume I, 67, 03750",13,8,4
A-178-F,ALICANTE,Pego,IGNACIO PASCUAL ROVIRA,"Carrer de Ramon y Cajal, 20, 03780",13,9,7
A-328-F,ALICANTE,Pego,"ANA ISABEL LLORCA RODRIGUEZ, MARIA JOSE LLORCA RODRIGUEZ","Carrer de Ecce-Homo, 12, 03780",13,9,7
A-45-F,ALICANTE,Pego,ENCARNACION GARRIDO AZPIROZ,"Avinguda de Jaume I, 4, 03780",13,9,7
A-771-F,ALICANTE,Pego,LAURA  ARCE  BUENO,"PASEO REINA SOFIA, 12, 03780",13,9,7
A-528-F,ALICANTE,Penàguila,ANA JULIA QUESADA MUELAS,"Carrer de La Era, 5, 03815",15,5,14
A-132-F,ALICANTE,Petrer,JUAN LUIS VILLARROYA ALBIÑANA,"Carrer de Leopoldo Pardines, 16, 03610",18,7,28
A-198-F,ALICANTE,Petrer,ZENEIDA PERSEGUER TORREGROSA,"Avinguda de MADRID, 65, 03610",18,7,28
A-271-F,ALICANTE,Petrer,Mª TERESA PUCHE HERRERO,"Carrer de Canovas del Castillo, 7, 03610",18,7,28
A-343-F,ALICANTE,Petrer,JUAN FRANCISCO CUENCA MARTINEZ,"Avinguda de MADRID, 39, 03610",18,7,28
A-383-F,ALICANTE,Petrer,"MARTA  PLANELLS VIDAL, JUAN PLANELLS VIDAL","Carrer de GABRIEL PAYA, 52, 03610",18,7,28
A-449-F,ALICANTE,Petrer,CARLOS COVES LOPEZ,"Carrer de Brigadier Algarra, 28, 03610",18,7,28
A-557-F,ALICANTE,Petrer,"CARLOS MILLA POVEDA, CARLOS MILLA BERNABE","DAMASO NAVARRO ESQUINA SOCIEDAD UNIÃ“N MUSICAL, , 03610",18,7,28
A-739-F,ALICANTE,Petrer,CRISTINA FRANCO GIMENEZ,"PLAZA Union de Festejos, 1, 03610",18,7,28
A-740-F,ALICANTE,Petrer,ANTONIA POMARES MILLARES,"Carrer de Principe de Asturias, 12, 03610",18,7,28
A-765-F,ALICANTE,Petrer,BIBIANA ANTON ASENSI,"Carrer de Reyes Catolicos, 13, 03610",18,7,28
A-770-F,ALICANTE,Petrer,LETICIA TORRES GARCIA,"Carrer de Unamuno, 9, 03610",18,7,28
A-799-F,ALICANTE,Petrer,ANA Mª LLORET CABALLERIA,"Carrer de Novelda, 2, 03610",18,7,28
A-490-F,ALICANTE,Pilar De La Horadada,LUCIA MARTINEZ SAEZ,"Carrer de Mayor, 44, 03190",22,4,44
A-563-F,ALICANTE,Pilar De La Horadada,FRANCISCO JAVIER MARTINEZ ANDREU,"Carrer de ALBACETE, 22, 03191",22,4,44
A-587-F,ALICANTE,Pilar De La Horadada,TERESA APARICIO CEGARRA,"Avinguda de DEL PINO S/N.URB.CAMPOVERDE, , 03190",22,4,44
A-628-F,ALICANTE,Pilar De La Horadada,CARMEN HERNANDEZ MONTESINOS,"Carrer de Trafalgar, 2, 03190",22,4,44
A-66-F,ALICANTE,Pilar De La Horadada,RAFAEL ESPUCH LLANERAS,"Carrer de Mayor, 17, 03190",22,4,44
A-787-F,ALICANTE,Pilar De La Horadada,RAQUEL MARTINEZ MANZANO,"Carrer de Mayor, 145, 03190",22,4,44
A-795-F,ALICANTE,Pilar De La Horadada,MARIA ROSARIO DE GEA GARCIA,"Avinguda de , LOCAL 3, 03191",22,4,44
A-804-F,ALICANTE,Pilar De La Horadada,Mª DEL MAR LORENZO BAÑON,"Carrer de ALHELI (TORRE DE LA HORADADA), 21, 03190",22,4,44
A-106-F,ALICANTE,el Pinós / Pinoso,"HORACIO JORGE PACHECO, ARACELI PEREZ PEREZ","Carrer de Ramon y Cajal, 4, 03650",18,8,30
A-269-F,ALICANTE,el Pinós / Pinoso,LAURA MAURICIO HEREDIA,"PLAZA España (de), 10, 03650",18,8,30
A-843-F,ALICANTE,el Pinós / Pinoso,JULIA VICENT LOPEZ,"PASEO Constitución de (la), 57, 03650",18,8,30
A-481-F,ALICANTE,Planes,EMILIO DONET COMPANY,"Avinguda de Ciutat de Valencia, 9, 03828",15,9,15
A-447-F,ALICANTE,els Poblets,"INMACULADA COSTA BORRAS, JUAN JOSE PASTOR PASTOR","Carrer de Joan Martorell, 9, 03779",13,11,3
A-286-F,ALICANTE,Polop,"Mª DOLORES AZCARATE MENGUAL, MIGUEL ORTIZ AZCARATE","Avinguda de Sagi - Barba, 14, 03520",16,6,19
A-575-F,ALICANTE,Quatretondeta,Mª ANTONIA BALDOVI TORRIJOS,"Avinguda de Pais Valencia, 9, 03811",15,5,14
A-46-F,ALICANTE,Rafal,MARIANO CAYUELAS SANCHIS,"PLAZA Martin Salinas, 4, 03369",21,4,38
A-192-F,ALICANTE,el Ràfol d’Almúnia,Mª VICENTA CATALA GADEA,"Carrer de Mayor, 2, 03769",13,7,6
A-162-F,ALICANTE,Redován,MARIA TERESA FERRANDO CREMOS,"Carrer de San Jeronimo, 4, 03370",21,4,38
A-756-F,ALICANTE,Redován,FRANCISCO JAVIER CAMISON CRIADO,"Carrer de Pascual Martinez, 35, 03370",21,4,38
A-858-F,ALICANTE,Redován,ALBERTO PERIS CASTELLS,"Avinguda de LIBERTAD, 36, 03370",21,4,38
A-518-F,ALICANTE,Relleu,CAROLA ALTABELLA RAMON,"Carrer de Major, 29, 03578",16,7,20
A-176-F,ALICANTE,Rojales,FRANCISCO MUT BUIGUES,"Carrer de Cuarto, 19, 03170",22,2,42
A-526-F,ALICANTE,Rojales,MANUEL CANALES GARCIA,"Carrer de Cortes Valencianas, 38, 03170",22,2,42
A-634-F,ALICANTE,Rojales,"Mª ROSA MESEGUER FLORES, GREGORIO ADSUAR AGUILAR","Carrer de Azul, 1, 03170",22,2,42
A-813-F,ALICANTE,Rojales,DESAMPARADOS LAPIEDRA SANTAURSULA,"Avinguda de Regantes, de los, 49, 03170",22,2,42
A-834-F,ALICANTE,Rojales,MARIA TERESA BARQUERO OCHOA DE RETANA,"Carrer de Camilo Jose Cela, 13, 03170",22,2,42
A-83-F,ALICANTE,Rojales,"JOSE ANGEL VARELA ALONSO, LOURDES VARELA ALONSO","Carrer de Malecon del Carmen, 1, 03170",22,2,42
A-853-F,ALICANTE,Rojales,FRANCISCO JOSE QUILES MUÑOZ,"Avinguda de Salamanca, 1, 03170",22,2,42
A-243-F,ALICANTE,la Romana,MARIA DEL CARMEN AGUILERA GARCIA,"Carrer de MusiCarrer de Jose Mira Pepin, 14, 03669",18,6,29
A-533-F,ALICANTE,la Romana,FRANCISCA SANZ CARBONELL,"Carrer de OSCAR ESPLA, 13, 03669",18,6,29
A-519-F,ALICANTE,Sagra,ROSANA RAMIREZ LLORET,"Avinguda de Pego, 4, 03795",13,7,6
A-503-F,ALICANTE,Salinas,MANUEL HERNANDEZ ARCE,"PLAZA De EspaÃ±a, 14, 03638",18,9,31
A-203-F,ALICANTE,San Fulgencio,"ESPERANZA QUILES MARTINEZ, JOSE CARLOS QUILES MARTINEZ","Carrer de Infanta Leonor, 8, 03177",22,1,40
A-604-F,ALICANTE,San Fulgencio,FRANCISCA RUIZ LOZANO,"Carrer de Amsterdan, 14, 03179",22,1,40
A-811-F,ALICANTE,San Fulgencio,Mª DOLORES ESCUDERO ORTIZ,"Avinguda de LONDRES, EDIF.MARINA CENTRO,LOCarrer de 13, 1, 03179",22,1,40
A-837-F,ALICANTE,San Fulgencio,MARIA MERCEDES PEREZ GARCIA,"PLAZA Sierra Castilla, 2, 03177",22,1,40
A-629-F,ALICANTE,San Isidro,ROBERTO MOURIÑO SANCHEZ,"RONDA Estacion (la), 9, 03349",21,1,35
A-294-F,ALICANTE,San Miguel de Salinas,"HUMBERTO JOSE RAMOS GALERA, BORJA MANUEL RAMOS GALERA","Carrer de Diecinueve de Abril, 21, 03193",22,5,45
A-780-F,ALICANTE,San Miguel de Salinas,JOSEFA MARTIN DIAZ,"PLAZA Libertad (la), 6, 03193",22,5,45
A-848-F,ALICANTE,San Miguel de Salinas,ANTONIO JESUS FUENTES MARCHAL,"Carrer de Carmelo Perez, 13, 03193",22,5,45
A-15-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,CAYETANO LUIS GUTIERREZ SOLANO,"Carrer de Pelayo, 14, 03690",19,10,25
A-230-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,JOSE LUIS SAVALL CERES,"Carrer de Pintor Picasso, 1, 03690",19,10,25
A-296-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,ANGEL GALIANA ROMERO,"Carrer de Aviacion, 2, 03690",19,10,25
A-313-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,VICENTE VILLAGRASA ESPINOSA,"Carrer de Colonia Santa Isabel, 20, 03690",19,10,25
A-412-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,JUAN JULIAN BORDALLO OREJA,"Avinguda de Ancha de Castelar, 143, 03690",19,10,25
A-451-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,Mª EUGENIA SANCHEZ GONZALEZ,"PLAZA Santa Faz, 3, 03690",19,10,25
A-591-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,JOSE VICENTE GUIJARRO GARCIA,"Avinguda de Ancha de Castelar, 80, 03690",19,10,25
A-677-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARIA JOSE SANCHIS BORONAT,"Carrer de Doctor Fleming, 43, 03690",19,10,25
A-696-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,JUAN IVARS LILLO,"Carrer de RIO TURIA, 23, 03690",19,10,25
A-711-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARIA CONCEPCION MONTOYA ALVAREZ,"Carrer de Alicante, 82, 03690",19,10,25
A-730-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,"MANUEL MARES ARAMBUL, CARMEN MARES CALATAYUD","Carrer de Vicente Savall Pascual, 1, 03690",19,10,25
A-734-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARIA ASUNCION BARCELO RODRIGUEZ,"Carretera de Agost, 21, 03690",19,10,25
A-769-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARTIN ZAMORA MORALES,"Carrer de Huerta (la), 152, 03690",19,10,25
A-796-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,ALBERTO BROTONS OLIVER,"Carrer de Madrid, 16, 03690",19,10,25
A-806-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARINA GARCIA NAVARRO,"Carrer de Javea, 7, 03690",19,10,25
A-827-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,MARIA AUXILIADORA ARACIL FERNANDEZ,"Avinguda de ALMASSERA (L'), 19, 03690",19,10,25
A-833-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,FRANCISCO JAVIER CANALES CACERES,"Carrer de Huerta (la), 11, 03690",19,10,25
A-852-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,FRANCISCA LLINARES TELLO,"Carrer de Pintor Sorolla, 26, 03690",19,10,25
A-94-F,ALICANTE,Sant Vicent del Raspeig / San Vicente del Raspeig,ENRIQUE MONTOYA ALVAREZ,"Carrer de Lillo Juan, 118, 03690",19,10,25
A-547-F,ALICANTE,Sanet y Negrals,FRANCISCO JOSE SAPENA NOGUERA,"Avinguda de Ayuntamiento, 37, 03769",13,7,6
A-103-F,ALICANTE,Sant Joan d'Alacant,JOSE ALBERTO BORDALLO OREJA,"Avinguda de Rambla (la), 24, 03550",17,9,24
A-175-F,ALICANTE,Sant Joan d'Alacant,PABLO MARTINEZ PARDO,"Avinguda de RAMBLA, 66, 03550",17,9,24
A-505-F,ALICANTE,Sant Joan d'Alacant,Mª PAZ FERRANDIZ CERDA,"PLAZA Constitucion (la), 9, 03550",17,9,24
A-588-F,ALICANTE,Sant Joan d'Alacant,EMMA SUERO MORENO,"Carretera de VALENCIA, KM, 89. Carrer de CARREFOUR, LOCAL 1C, 03550",17,9,24
A-645-F,ALICANTE,Sant Joan d'Alacant,ISABEL SANCHEZ VARGAS,"PROL Maigmona, 2, 03550",17,9,24
A-703-F,ALICANTE,Sant Joan d'Alacant,CRISTINA PLANELLES MARTINEZ,"Carrer de San Antonio, 109, 03550",17,9,24
A-789-F,ALICANTE,Sant Joan d'Alacant,VICENTE PUIG SENDRA,"Carrer de Cristo de la Paz, 39, 03550",17,9,24
A-826-F,ALICANTE,Sant Joan d'Alacant,MARIA TERESA LLOPIS MIRO,"Carrer de Salt (el), 4B, 03550",17,9,24
A-22-F,ALICANTE,Santa Pola,ASUNCION BONMATI LUCERGA,"PLAZA Glorieta (la), 11, 03130",20,10,34
A-366-F,ALICANTE,Santa Pola,INMACULADA BRU GINER,"Carrer de Almirante Antequera, 5, 03130",20,10,34
A-467-F,ALICANTE,Santa Pola,CARLOS MIRA GONZALEZ,"Carrer de Mar, 2, 03130",20,10,34
A-469-F,ALICANTE,Santa Pola,ANTONIO BONMATI LUCERGA,"Carrer de Cristobal Sanz, 31, 03130",20,10,34
A-545-F,ALICANTE,Santa Pola,"MARIA DEL CARMEN CALATAYUD CALPENA, MARIA MARES CALATAYUD","Carrer de Madrid, 10, 03130",20,10,34
A-608-F,ALICANTE,Santa Pola,JUAN JOSE BONMATI LUCERGA,"Carrer de Monte de Santa Pola, 32, 03130",20,10,34
A-613-F,ALICANTE,Santa Pola,CARMEN GARCIA QUINTANA,"Avinguda de Santiago Bernabeu, 19, 03130",20,10,34
A-646-F,ALICANTE,Santa Pola,"JOSE FRANCISCO CANALES AMOROS, GONZALO CANALES MATEO","Avinguda de Fernando Perez Ojeda, 9, 03130",20,10,34
A-651-F,ALICANTE,Santa Pola,ELENA BAEZA BAILE,"Carrer de Gabriel Miro, 65, 03130",20,10,34
A-685-F,ALICANTE,Santa Pola,Mª JOSÉ BONMATÍ GÓMEZ,"Avinguda de Vicente Blasco IbaÃ±ez, 11, 03130",20,10,34
A-753-F,ALICANTE,Santa Pola,JOSE VICENTE TORREGROSA MACIA,"Carrer de Elche, 36, 03130",20,10,34
A-819-F,ALICANTE,Santa Pola,ANTONIA PEREZ GONZALEZ,"Carrer de San Antonio, 25, 03130",20,10,34
A-323-F,ALICANTE,Sax,PEDRO SANCHEZ ALARCON,"Carrer de Gran Via, 32, 03630",18,9,31
A-744-F,ALICANTE,Sax,ELENA MARTINEZ LOPEZ,"Carrer de ALICANTE, 30, 03630",18,9,31
A-80-F,ALICANTE,Sax,"CONSUELO GONZALEZ GARCIA, ANA MARIA GARCIA NAVALON","Carrer de Castelar, 3, 03630",18,9,31
A-512-F,ALICANTE,Sella,JOSÉ VICENTE HERRERO RIOS,"Carrer de DEL ANGEL, 3, 03579",16,7,20
A-542-F,ALICANTE,Senija,JOSEFA FERRER CABRERA,"PLAZA AYUNTAMIENTO, 1, 03729",13,1,1
A-522-F,ALICANTE,Tarbena,MARIA TERESA DE LAMO LAVIN,"PLAZA Santa Ana, 15, 03518",16,5,18
A-39-F,ALICANTE,Teulada,Mª DEL PILAR CERVERO DIEZ,"Carrer de MÃ‰DICO JOSÃ‰ PITARCH, 6, 03725",13,10,8
A-407-F,ALICANTE,Teulada,VICENTE-E. GARRIDO MIRALLES,"Carrer de Iglesia, 6, 03724",13,10,8
A-577-F,ALICANTE,Teulada,JAIME LLORET LLORET,"Carretera de Moraira a Calpe, 116, 03724",13,10,8
A-595-F,ALICANTE,Teulada,ELISA GANDIA VIDAL,"Avinguda de PORTET (DEL), 161, 03724",13,10,8
A-786-F,ALICANTE,Teulada,JOSE LUIS CUQUERELLA GUILLEN,"Carrer de Ciudad Real, 2, 03724",13,10,8
A-797-F,ALICANTE,Teulada,JOAQUIN LLAUDES VALERA,"PLAZA Gabriel Miro, 1, 03725",13,10,8
A-496-F,ALICANTE,Tibi,MARIA GLORIA NUÑEZ VIDAL,"Avinguda de LEPANTO, 2, 03109",17,7,23
A-760-F,ALICANTE,Tollos,Mª ANGELES ESPASA VIDALLACH,"Carrer de Nueva, 12, 03813",15,5,14
A-558-F,ALICANTE,Tormos,MATEO GINESTAR VIVES,"Avinguda de SAGRA, 21, 03795",13,7,6
A-516-F,ALICANTE,la Torre de les Maçanes / Torremanzanas,"ANTONIO AGULLO RODRIGUEZ, NURIA CASCALES PICO","Avinguda de ESPAÃ‘A, 25, 03108",17,7,23
A-100-F,ALICANTE,Torrevieja,NIEVES ALDEGUER GARCIA,"Carrer de Ramon Gallud, 49, 03181",22,3,43
A-159-F,ALICANTE,Torrevieja,JOSE  VERA BELOQUI,"Carrer de Jose Martinez Ruiz 'Azorin', 7, 03181",22,3,43
A-238-F,ALICANTE,Torrevieja,ROSARIO TORREGROSA PAREDES,"Carrer de Vicente Blasco IbaÃ±ez, 17, 03181",22,3,43
A-251-F,ALICANTE,Torrevieja,ANGEL RASTOLL RASTOLL,"Carrer de Patricio Perez, 18, 03181",22,3,43
A-423-F,ALICANTE,Torrevieja,JULIA VALORIA MARTINEZ,"Carrer de Gumersindo, 25, 03182",22,3,43
A-471-F,ALICANTE,Torrevieja,PABLO VICENTE GARCIA,"Carrer de Urbano Arregui, 5, 03185",22,3,43
A-491-F,ALICANTE,Torrevieja,Mª YOLANDA PEÑA IZQUIERDO,"Avinguda de Diego Ramirez Pastor, 154, 03181",22,3,43
A-561-F,ALICANTE,Torrevieja,NESTOR PACHECO NAVARRO,"Urbanització ROCIO MAR.VILLAS D.QUIJ. L, 8, 03180",22,3,43
A-562-F,ALICANTE,Torrevieja,ALFREDO CARLOS LOPEZ VILLANUEVA,"Avinguda de DE DESIDERIO RODRIGUEZ, 80, 03180",22,3,43
A-607-F,ALICANTE,Torrevieja,MARIA JOSE SANCHEZ JARA,"Carrer de RAUL FERRANDEZ GIMENEZ, 27, 03186",22,3,43
A-616-F,ALICANTE,Torrevieja,Mª ASUNCION VICENTE GOMEZ,"Carrer de Mayor, 23, 03188",22,3,43
A-640-F,ALICANTE,Torrevieja,"MARTA CARTAGENA PEREZ, GONZALO CARTAGENA PEREZ","Carrer de Guridi -Urbanització la Siesta, S/N, 03184",22,3,43
A-648-F,ALICANTE,Torrevieja,JOSE MARIA GOMEZ GARCIA,"Carrer de Salinero, 14, 03183",22,3,43
A-652-F,ALICANTE,Torrevieja,ALICIA MERELO-BARBERA SANROMA,"GERANIO, 40, (LA TORRETA II), , 03180",22,3,43
A-681-F,ALICANTE,Torrevieja,"ROCIO SOLER DIAZ, JOSE MIGUEL SOLER FLORES","Carrer de Ramon Gallud, 196, 03182",22,3,43
A-687-F,ALICANTE,Torrevieja,MONICA CORCOLES MUÑOZ,"Carrer de San Policarpo, 30, 03181",22,3,43
A-691-F,ALICANTE,Torrevieja,FRANCISCO JAVIER MURCIA SELMA,"Carrer de Fragata, 36, 03182",22,3,43
A-704-F,ALICANTE,Torrevieja,Mª ROSARIO PEREZ GUTIERREZ,"Urbanització LOMAS DEL MAR ED. LOMAS PLAYA LOCarrer de 114-115, , 03180",22,3,43
A-715-F,ALICANTE,Torrevieja,RODRIGO CARBAJO BOTELLA,"Carrer de Antonio Machado, 115, 03182",22,3,43
A-716-F,ALICANTE,Torrevieja,JOSE ANTONIO MORENO SELMA,"Carrer de Guardamar, 6, 03185",22,3,43
A-717-F,ALICANTE,Torrevieja,GONZALO CARTAGENA GARCIA,"Avinguda de Habaneras (de Las), 36, 03182",22,3,43
A-718-F,ALICANTE,Torrevieja,Mª CARMEN CAYUELAS SANCHIS,"Avinguda de Habaneras (de Las), 105, 03182",22,3,43
A-719-F,ALICANTE,Torrevieja,BEGOÑA CAYUELAS SANCHIS,"Avinguda de Francia, 32, 03188",22,3,43
A-720-F,ALICANTE,Torrevieja,FRANCISCO FERNÁNDEZ MAZARAMBROZ BERNABEU,"Avinguda de Diego Ramirez Pastor, 89-91, 03181",22,3,43
A-721-F,ALICANTE,Torrevieja,IGNACIO MUÑOZ MARTINEZ,"Carrer de Suecia, 8, 03183",22,3,43
A-725-F,ALICANTE,Torrevieja,MANUEL JAVIER REYES CRESPO,"VILLA DE BARCELONA ESQUINA SAN LUIS, , 03180",22,3,43
A-762-F,ALICANTE,Torrevieja,CARMEN RAMON MANRESA,"Carrer de LOS GASES, ESQ. Carrer de VIRGEN DE LA PALOMA. LOCAL 3, , 03182",22,3,43
A-777-F,ALICANTE,Torrevieja,ENCARNACIÓN MASIÁ GÓMEZ,"Avinguda de Alfredo Nobel, 119, 03183",22,3,43
A-778-F,ALICANTE,Torrevieja,FRANCISCO BRU HERNANDEZ,"Carrer de Monteagudo, 21, 03180",22,3,43
A-783-F,ALICANTE,Torrevieja,ANA MARIA SELMA VERGARA,"Carrer de Angel Garcia Rogel, 2, 03183",22,3,43
A-784-F,ALICANTE,Torrevieja,FRANCISCO JAVIER SANCHEZ CAÑIZARES,"Avinguda de Mancha (de la), 21, 03183",22,3,43
A-785-F,ALICANTE,Torrevieja,"HORACIO JIMENEZ CALISALVO, TOMAS BALLESTER HERRERA","Carrer de Francisco Atienza Ferrandez, 34, 03184",22,3,43
A-790-F,ALICANTE,Torrevieja,ALFREDO APARICIO GRAU,"Urbanització Altos -Vistalmar, 97, 03185",22,3,43
A-801-F,ALICANTE,Torrevieja,JAVIER CARBAJO BOTELLA,"Avinguda de Belgica, 1, 03188",22,3,43
A-803-F,ALICANTE,Torrevieja,SANDRA  PELEGRIN MONTESINOS,"Carrer de DIANA ESQ. Carrer de TRITON (Carrer de TORREMARINA), LOCAL 16, 03183",22,3,43
A-807-F,ALICANTE,Torrevieja,MARIA REBECA IBAÑEZ MURCIA,"RONDA Jose Samper Garcia, 1, 03183",22,3,43
